id,name,status,lastVerified,brand,street,locality,state,zip,citySlug,cityName,lat,lng,modalities,access,dropIn,dayPass,membershipMo,priceFrom,plungeF_low,plungeF_high,saunaF_low,saunaF_high,hours,website,bookingUrl,phone,url
"float-boston-somerville-ma","Float Boston","community","2026-08-24",,"515 Medford Street","Somerville","MA","02145","boston-ma","Boston","42.396517","-71.10366","infrared_sauna|cold_plunge|cryotherapy|float|red_light","private_suite","75",,"65","",,,,,,"https://floatboston.com/","https://floatboston.com/contrast-therapy","+1-617-875-0725","https://findsaunaplunge.com/venue/float-boston-somerville-ma/"
"republic-fitness-davis-square-restore-spa-somerville-ma","Republic Fitness Davis Square - Restore Spa","community","2026-08-16",,"393 Highland Avenue","Somerville","MA","02143","boston-ma","Boston","42.395584","-71.120063","cold_plunge|traditional_sauna|steam_room","communal",,,,"",,,,,,"https://republicbos.com/davis-square/classes/restore-spa/","https://republicbos.com/davis-square/","+1-617-547-1229","https://findsaunaplunge.com/venue/republic-fitness-davis-square-restore-spa-somerville-ma/"
"restore-hyper-wellness-newton-ma","Restore Hyper Wellness Newton","community","2026-08-16",,"55 Needham St","Newton","MA","02461","boston-ma","Boston","42.315073","-71.210729","cryotherapy|infrared_sauna|red_light|compression","unpublished",,,,"",,,,,"Mon closed, Tue-Fri 10am-7pm, Sat 9am-5pm, Sun 11am-5pm","https://www.restore.com/local/cryotherapy-ma-newton-ma003","https://www.restore.com/local/cryotherapy-ma-newton-ma003","+1-617-467-5728","https://findsaunaplunge.com/venue/restore-hyper-wellness-newton-ma/"
"iv-league-hydration-l-street-boston-ma","IV League Hydration - L Street (Fire & Ice Contrast Therapy)","community","2026-08-16",,"47 L Street","Boston","MA","02127","boston-ma","Boston","42.336656","-71.035524","infrared_sauna|cold_plunge","private_suite",,,,"","45","55",,,,"https://ivleaguehydrate.com/fire-and-ice","https://www.vagaro.com/ivleaguehydrationlstreet","+1-800-905-4252","https://findsaunaplunge.com/venue/iv-league-hydration-l-street-boston-ma/"
"kelo-spa-newton-ma","Kelo Spa & Steam","community","2026-08-16",,"1639 Centre Street","Newton","MA","02461","boston-ma","Boston","42.32048","-71.205197","traditional_sauna|steam_room|cold_plunge","unpublished","89",,,"",,,,,,"https://www.kelospa.com/","https://www.kelospa.com/","+1-800-858-2113","https://findsaunaplunge.com/venue/kelo-spa-newton-ma/"
"b-spoke-south-boston-revive-boston-ma","B/SPOKE South Boston - REVIVE Recovery","community","2026-08-16",,"54 Old Colony Ave","Boston","MA","02127","boston-ma","Boston","42.33632","-71.056005","infrared_sauna|cold_plunge","communal",,,,"",,,,,,"https://bspokestudios.com/class-description/recovery-program/","https://bspokestudios.com/studios/south-boston/","+1-617-315-0339","https://findsaunaplunge.com/venue/b-spoke-south-boston-revive-boston-ma/"
"healthworks-back-bay-restore-spa-boston-ma","Healthworks Back Bay - Restore Spa","community","2026-08-16",,"441 Stuart Street","Boston","MA","02116","boston-ma","Boston","42.348513","-71.075833","cold_plunge|traditional_sauna|steam_room","unpublished",,,,"",,,,,"Mon-Fri 5:30am-9pm","https://healthworksfitness.com/","https://healthworksfitness.com/","+1-617-859-7700","https://findsaunaplunge.com/venue/healthworks-back-bay-restore-spa-boston-ma/"
"healthworks-cambridge-restore-spa-cambridge-ma","Healthworks Cambridge - Restore Spa","community","2026-08-16",,"35 White St","Cambridge","MA","02140","boston-ma","Boston","42.388998","-71.118342","cold_plunge|infrared_sauna|steam_room","unpublished",,,,"",,,,,"Mon-Thu 5:30am-10pm","https://healthworksfitness.com/cambridge/","https://healthworksfitness.com/cambridge/","+1-617-497-4454","https://findsaunaplunge.com/venue/healthworks-cambridge-restore-spa-cambridge-ma/"
"healthworks-coolidge-corner-brookline-ma","Healthworks Coolidge Corner","community","2026-08-16",,"325 Harvard St","Brookline","MA","02446","boston-ma","Boston","42.343615","-71.123546","traditional_sauna|steam_room","unpublished",,,,"",,,,,"Mon-Fri 5:30am-9pm","https://healthworksfitness.com/coolidge-corner/","https://healthworksfitness.com/coolidge-corner/","+1-617-731-3030","https://findsaunaplunge.com/venue/healthworks-coolidge-corner-brookline-ma/"
"cloud-9-float-wellness-boston-ma","Cloud-9 Float & Wellness","community","2026-08-16",,"162 South Street","Boston","MA","02130","boston-ma","Boston","42.304432","-71.114624","infrared_sauna|float|pemf","unpublished",,,,"",,,,,"9am-10pm daily","https://www.cloud9boston.com/","http://cloud9boston.floathelm.com/store","+1-617-942-2644","https://findsaunaplunge.com/venue/cloud-9-float-wellness-boston-ma/"
"backyard-boston-boston-ma","Backyard Boston","community","2026-08-16",,"5 & 15 Necco St","Boston","MA","02210","boston-ma","Boston","42.34928","-71.050896","cold_plunge|traditional_sauna","unpublished",,,,"",,,,,"Mon-Thu 5am-8pm","https://www.backyardbos.com/recovery","https://www.backyardbos.com/book",,"https://findsaunaplunge.com/venue/backyard-boston-boston-ma/"
"restore-hyper-wellness-somerville-ma","Restore Hyper Wellness Somerville","community","2026-08-16",,"340 Grand Union Blvd., Unit C","Somerville","MA","02145","boston-ma","Boston",,,"cryotherapy|infrared_sauna|red_light|compression","unpublished",,,,"",,,,,"Mon-Thu 10am-7pm, Fri 10am-6pm, Sat 9am-5pm, Sun 11am-5pm","https://www.restore.com/local/cryotherapy-ma-somerville-ma014","https://www.restore.com/local/cryotherapy-ma-somerville-ma014","+1-617-600-3660","https://findsaunaplunge.com/venue/restore-hyper-wellness-somerville-ma/"
"life-time-prudential-center-boston-ma","Life Time Prudential Center","community","2026-08-16",,"800 Boylston Street Space 179","Boston","MA","02199","boston-ma","Boston","42.348748","-71.082131","cold_plunge|traditional_sauna","unpublished",,,,"",,,,,"opens 4:00am (Monday)","https://www.lifetime.life/locations/ma/prudential-center.html","https://www.lifetime.life/locations/ma/prudential-center.html","+1-617-595-4150","https://findsaunaplunge.com/venue/life-time-prudential-center-boston-ma/"
"life-time-chestnut-hill-boston-ma","Life Time Chestnut Hill","brand_import","2026-08-26","life-time","300 Boylston St.","Chestnut Hill","MA","02467","boston-ma","Boston","42.31915514","-71.17982089","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Thu 4:00am–11:00pm, Fri 4:00am–10:00pm, Sat–Sun 6:00am–10:00pm","https://www.lifetime.life/locations/ma/chestnut-hill/amenities.html",,"+1-781-797-2000","https://findsaunaplunge.com/venue/life-time-chestnut-hill-boston-ma/"
"life-time-northshore-boston-ma","Life Time Northshore","brand_import","2026-08-26","life-time","210 Andover Street, Suite #LL11","Peabody","MA","01960","boston-ma","Boston","42.5422563","-70.9429363","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Thu 4:00am–11:00pm, Fri 4:00am–10:00pm, Sat–Sun 5:00am–10:00pm","https://www.lifetime.life/locations/ma/northshore/amenities.html",,"+1-978-817-3700","https://findsaunaplunge.com/venue/life-time-northshore-boston-ma/"
"chicago-bath-house-chicago-il","Chicago Bath House","community","2026-08-16",,"1914 W Division St","Chicago","IL","60622","chicago-il","Chicago","41.903275","-87.675432","traditional_sauna|cold_plunge","communal",,"50",,"",,,,,"Mon-Thu: 10am-11pm, Fri: 10am-12am, Sat: 7am-12am, Sun: 7am-11pm","https://www.bathhousechicago.com/",,"+1-773-227-2284","https://findsaunaplunge.com/venue/chicago-bath-house-chicago-il/"
"king-spa-sauna-niles-il","King Spa & Sauna","community","2026-08-16",,"809 Civic Center Dr","Niles","IL","60714","chicago-il","Chicago","42.02268","-87.801487","traditional_sauna|steam_room|cold_plunge","communal",,"75",,"",,,,,"Open 24 hours a day, 7 days a week, 365 days a year (new-arrival entry paused 2:00am-6:00am).","https://chi.kingspa.com/",,"+1-847-972-2540","https://findsaunaplunge.com/venue/king-spa-sauna-niles-il/"
"sky-spa-sauna-buffalo-grove-il","Sky Spa Sauna","community","2026-08-16",,"1501 Busch Pkwy","Buffalo Grove","IL","60089","chicago-il","Chicago","42.171654","-87.924957","traditional_sauna|steam_room","mixed",,"55",,"",,,,,"Mon-Fri: 3pm-11pm, Sat-Sun: 12pm-11pm","https://skyspasauna.com/",,"+1-847-243-4049","https://findsaunaplunge.com/venue/sky-spa-sauna-buffalo-grove-il/"
"perspire-sauna-studio-lakeview-chicago-il","Perspire Sauna Studio - Lakeview","community","2026-08-16",,"3320 N Broadway","Chicago","IL","60657","chicago-il","Chicago","41.942518","-87.644553","infrared_sauna","private_suite","30",,"199","",,,,,"Mon-Fri 7:00 AM - 8:00 PM, Sat-Sun 8:00 AM - 6:00 PM","https://www.perspiresaunastudio.com/locations/lakeview","https://www.perspiresaunastudio.com/locations/lakeview","+1-872-804-3412","https://findsaunaplunge.com/venue/perspire-sauna-studio-lakeview-chicago-il/"
"perspire-sauna-studio-west-loop-chicago-il","Perspire Sauna Studio - West Loop","community","2026-08-16",,"1208 W Madison St","Chicago","IL","60607","chicago-il","Chicago","41.881704","-87.657423","infrared_sauna","private_suite","30",,"199","",,,,,"Mon-Fri 7:00 AM - 8:00 PM, Sat-Sun 8:00 AM - 6:00 PM","https://www.perspiresaunastudio.com/locations/west-loop","https://www.perspiresaunastudio.com/locations/west-loop","+1-312-521-0909","https://findsaunaplunge.com/venue/perspire-sauna-studio-west-loop-chicago-il/"
"perspire-sauna-studio-downers-grove-il","Perspire Sauna Studio - Downers Grove","community","2026-08-16",,"640 Ogden Ave Unit D","Downers Grove","IL","60515","chicago-il","Chicago","41.809418","-88.00072","infrared_sauna","private_suite","30",,"199","",,,,,"Mon-Fri 7:00 AM - 8:00 PM, Sat-Sun 8:00 AM - 6:00 PM","https://www.perspiresaunastudio.com/locations/downers-grove","https://www.perspiresaunastudio.com/locations/downers-grove","+1-630-324-7161","https://findsaunaplunge.com/venue/perspire-sauna-studio-downers-grove-il/"
"restore-hyper-wellness-west-loop-chicago-il","Restore Hyper Wellness - West Loop","community","2026-08-16",,"24 S Halsted St","Chicago","IL","60661","chicago-il","Chicago","41.881453","-87.647429","infrared_sauna|cryotherapy","unpublished",,,"240","",,,,,"Mon-Thu 11AM-7PM, Fri 10AM-6PM, Sat 9AM-4PM, Sun 11AM-5PM","https://www.restore.com/locations/il-chicago-west-loop-il011","https://www.restore.com/locations/il-chicago-west-loop-il011","+1-312-526-3842","https://findsaunaplunge.com/venue/restore-hyper-wellness-west-loop-chicago-il/"
"restore-hyper-wellness-lincoln-park-chicago-il","Restore Hyper Wellness - Lincoln Park","community","2026-08-16",,"2473 N Clark St","Chicago","IL","60614","chicago-il","Chicago","41.92744","-87.641506","infrared_sauna|cryotherapy","unpublished",,,"240","",,,,,"Mon-Thu 11AM-7PM, Fri 10AM-6PM, Sat 9AM-4PM, Sun 11AM-5PM","https://www.restore.com/locations/il-chicago-lincoln-park-il017","https://www.restore.com/locations/il-chicago-lincoln-park-il017","+1-312-779-6714","https://findsaunaplunge.com/venue/restore-hyper-wellness-lincoln-park-chicago-il/"
"restore-hyper-wellness-evanston-il","Restore Hyper Wellness - Evanston","community","2026-08-16",,"2650 Green Bay Rd","Evanston","IL","60201","chicago-il","Chicago","42.065776","-87.70032","infrared_sauna|cryotherapy","unpublished",,,"240","",,,,,"Mon-Fri 10AM-6PM, Sat 9AM-5PM, Sun 11AM-5PM","https://www.restore.com/locations/il-evanston-il003","https://www.restore.com/locations/il-evanston-il003","+1-847-563-8743","https://findsaunaplunge.com/venue/restore-hyper-wellness-evanston-il/"
"icryo-edgewater-chicago-il","iCRYO Edgewater","community","2026-08-16",,"1130 W Granville Ave","Chicago","IL","60660","chicago-il","Chicago","41.994619","-87.659439","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,,"",,,,,"Mon-Fri 8am-8pm, Sat 9am-6pm, Sun 10am-4pm","https://icryo.com/location/chicago-il-edgewater/","https://icryo.com/location/chicago-il-edgewater/","+1-773-217-8776","https://findsaunaplunge.com/venue/icryo-edgewater-chicago-il/"
"goat-wellness-river-north-chicago-il","GOAT Wellness","community","2026-08-16",,"407 W Chicago Ave","Chicago","IL","60654","chicago-il","Chicago","41.896472","-87.639032","cryotherapy|infrared_sauna","unpublished",,,,"",,,,,"Mon-Fri 8AM-8PM","https://www.goatchicago.com/","https://www.goatchicago.com/pricing","+1-312-568-6821","https://findsaunaplunge.com/venue/goat-wellness-river-north-chicago-il/"
"eastend-wellness-club-chicago-il","Eastend Wellness Club","community","2026-08-16",,"1132 W Fulton Market","Chicago","IL","60607","chicago-il","Chicago","41.886742","-87.655781","traditional_sauna|cold_plunge","unpublished","45",,"195","",,,"180","194",,"https://practiceeastend.com/","https://practiceeastend.com/treatments/finnish-sauna-cold-plunge","+1-312-754-0324","https://findsaunaplunge.com/venue/eastend-wellness-club-chicago-il/"
"contrast-hot-cold-chicago-il","Contrast Hot + Cold","community","2026-08-26",,"738 N Milwaukee Ave","Chicago","IL","60642","chicago-il","Chicago","41.895459","-87.654323","infrared_sauna|cold_plunge","mixed",,,,"","45","55","150","150","Mon-Fri 7AM-12PM & 3PM-8PM, Sat-Sun 9AM-6PM","https://contrasthotcold.com/","https://contrasthotcold.com/join-us/",,"https://findsaunaplunge.com/venue/contrast-hot-cold-chicago-il/"
"bian-chicago-il","BIAN","community","2026-08-16",,"600 W Chicago Ave, Suite 001","Chicago","IL","60654","chicago-il","Chicago","41.896533","-87.643081","cold_plunge|steam_room|infrared_sauna","communal",,,,"",,,,,"Mon-Fri 5:30am-9:00pm, Sat 7:00am-6:00pm, Sun 8:00am-5:00pm","https://www.livebian.com/","https://livebian.com/faqs","+1-312-625-0845","https://findsaunaplunge.com/venue/bian-chicago-il/"
"spacetime-floatation-center-chicago-il","SpaceTime Floatation Center","community","2026-08-16",,"939 W North Ave, Suite 100","Chicago","IL","60642","chicago-il","Chicago","41.910805","-87.651899","infrared_sauna|float","unpublished","48",,,"",,,,,"Mon-Fri 10am-8pm, Sat-Sun 10am-6pm","https://floatspacetime.com/","https://floatspacetime.com/book-now/","+1-312-285-2127","https://findsaunaplunge.com/venue/spacetime-floatation-center-chicago-il/"
"wattage-west-loop-chicago-il","Wattage - Recovery Room","community","2026-08-16",,"1044 W Kinzie St","Chicago","IL","60642","chicago-il","Chicago","41.889037","-87.653933","traditional_sauna|cold_plunge","private_suite","45",,,"",,,,,,"https://www.wattagept.com/recovery-room","https://www.wattagept.com/recovery-room","+1-312-265-0492","https://findsaunaplunge.com/venue/wattage-west-loop-chicago-il/"
"aire-ancient-baths-chicago-il","AIRE Ancient Baths Chicago","community","2026-08-16",,"800 W Superior St","Chicago","IL","60642","chicago-il","Chicago","41.895616","-87.647795","cold_plunge|steam_room","unpublished",,,,"",,,,,"Phone assistance for booking available Monday to Sunday, 9:00 AM to 10:00 PM.","https://beaire.com/en/aire-ancient-baths-chicago","https://beaire.com/en/aire-ancient-baths-chicago/experiences","+1-312-312-9610","https://findsaunaplunge.com/venue/aire-ancient-baths-chicago-il/"
"defined-training-recovery-room-chicago-il","Defined Training - Recovery Room","community","2026-08-16",,"3834 N Broadway","Chicago","IL","60613","chicago-il","Chicago","41.952163","-87.649713","traditional_sauna|cold_plunge","mixed",,,,"",,,,,"Mon 5:00 AM-9 PM, Tue 5:00 AM-9 PM, Wed 5:00 AM-9 PM, Thu 5:00 AM-8 PM, Fri 5:00 AM-8 PM, Sat 8 AM-1:00 PM, Sun 9-11:30 AM","https://www.defined.training/programs/sauna-cold-plunge","https://www.defined.training/programs/sauna-cold-plunge",,"https://findsaunaplunge.com/venue/defined-training-recovery-room-chicago-il/"
"hotworx-river-north-chicago-il","HOTWORX - Chicago, IL (River North)","community","2026-08-16",,"676 N LaSalle Dr","Chicago","IL","60654","chicago-il","Chicago","41.89464","-87.632824","infrared_sauna","private_suite",,,,"",,,,,"Open 24 hours daily; staffed Mon-Thu 11am-8pm, Fri 9am-6pm, Sat 9am-2pm","https://www.hotworx.net/studio/chicago-rivernorth","https://www.hotworx.net/studio/chicago-rivernorth","+1-872-266-0080","https://findsaunaplunge.com/venue/hotworx-river-north-chicago-il/"
"hotworx-mt-greenwood-chicago-il","HOTWORX - Chicago, IL (Mt Greenwood)","community","2026-08-16",,"3235 W 111th St","Chicago","IL","60655","chicago-il","Chicago","41.69149","-87.70215","infrared_sauna","private_suite",,,,"",,,,,"Open 24 hours daily; staffed Mon-Thu 11am-8pm, Fri 9am-6pm, Sat 9am-2pm","https://www.hotworx.net/studio/chicago-mt-greenwood","https://www.hotworx.net/studio/chicago-mt-greenwood","+1-773-514-4233","https://findsaunaplunge.com/venue/hotworx-mt-greenwood-chicago-il/"
"perspire-sauna-studio-naperville-il","Perspire Sauna Studio - Naperville","community","2026-08-16",,"1301 S Naper Blvd","Naperville","IL","60540","chicago-il","Chicago","41.750346","-88.115095","infrared_sauna","private_suite","30",,"199","",,,,,"Mon-Fri 7:00 AM - 8:00 PM, Sat-Sun 8:00 AM - 6:00 PM","https://www.perspiresaunastudio.com/il/naperville/","https://www.perspiresaunastudio.com/il/naperville/","+1-630-796-6632","https://findsaunaplunge.com/venue/perspire-sauna-studio-naperville-il/"
"fire-ice-sauna-bolingbrook-il","Fire & Ice Sauna","community","2026-08-16",,"726 E Boughton Rd","Bolingbrook","IL","60440","chicago-il","Chicago","41.723473","-88.038571","traditional_sauna|cold_plunge","communal","40",,"99","",,,,,,"https://fireiceco.com/","https://fireiceco.com/products/single-entry-pass","+1-630-716-9101","https://findsaunaplunge.com/venue/fire-ice-sauna-bolingbrook-il/"
"restore-hyper-wellness-oakbrook-terrace-il","Restore Hyper Wellness - Oakbrook Terrace","community","2026-08-16",,"17W701 E Roosevelt Rd","Oakbrook Terrace","IL","60181","chicago-il","Chicago","41.860084","-87.974138","infrared_sauna|cryotherapy","unpublished",,,"240","",,,,,"Mon-Fri 10AM-6PM, Sat 9AM-5PM, Sun 11AM-5PM","https://www.restore.com/locations/il-oakbrook-terrace-il023","https://www.restore.com/locations/il-oakbrook-terrace-il023","+1-630-359-5420","https://findsaunaplunge.com/venue/restore-hyper-wellness-oakbrook-terrace-il/"
"restore-hyper-wellness-northbrook-il","Restore Hyper Wellness - Northbrook","community","2026-08-16",,"936 Willow Rd","Northbrook","IL","60062","chicago-il","Chicago","42.105478","-87.802362","infrared_sauna|cryotherapy","unpublished",,,"240","",,,,,"Mon-Fri 10AM-6PM, Sat 9AM-5PM, Sun 11AM-5PM","https://www.restore.com/locations/il-northbrook-il002","https://www.restore.com/locations/il-northbrook-il002","+1-224-261-8168","https://findsaunaplunge.com/venue/restore-hyper-wellness-northbrook-il/"
